H0473,Local CCP,Humana,Humana Insurance Company Of Kentucky,Humana Inc.,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0480,Demo,MeridianComplete,"Meridian Health Plan Of Michigan, Inc.","Caidan Enterprises, Inc.",No,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0502,1876 Cost,Contra Costa Health Plan,The Contra Costa Health Plan,Contra Costa Health Services,No,0,Not enough data available,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0504,Local CCP,Blue Shield of California,California Physicians' Service,California Physicians' Service,No,77,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0523,Local CCP,Aetna Medicare,Aetna Health Of California Inc.,Aetna Inc.,No,27,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0524,Local CCP,Kaiser Permanente,"Kaiser Foundation Hp, Inc.","Kaiser Foundation Health Plan, Inc.",Yes,43,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0543,Local CCP,UnitedHealthcare,Uhc Of California,"UnitedHealth Group, Inc.",No,60,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0544,Local CCP,Anthem Blue Cross,Blue Cross Of California,Anthem Inc.,Yes,73,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0545,Local CCP,Inter Valley Health Plan,"Inter Valley Health Plan, Inc.",InterValley Health Plan,No,20,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0562,Local CCP,Health Net of California,"Health Net Of California,inc.",Centene Corporation,Yes,41,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0571,Local CCP,Chinese Community Health Plan,Chinese Community Health Plan,Chinese Hospital Association,Yes,0,4,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0602,1876 Cost,Rocky Mountain Health Plans,Rocky Mountain Health Maintenance Organization,"UnitedHealth Group, Inc.",No,0,3,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0609,Local CCP,UnitedHealthcare,"Pacificare Of Colorado, Inc","UnitedHealth Group, Inc.",No,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0624,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,0,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0630,Local CCP,Kaiser Permanente,Kaiser Foundation Hp Of Co,"Kaiser Foundation Health Plan, Inc.",Yes,0,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0657,1876 Cost,Friday Health Plans of Colorado,"Friday Health Plans Of Colorado, Inc.","Friday Health Plans, Inc.",No,0,2.5,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0710,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,19,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0712,Local CCP,WellCare,"Wellcare Of Connecticut, Inc.","WellCare Health Plans, Inc.",Yes,0,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0724,Local CCP,Allwell,Buckeye Health Plan Community Solutions,Centene Corporation,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0755,Local CCP,UnitedHealthcare,"Oxford Health Plans (ct), Inc.","UnitedHealth Group, Inc.",No,0,3.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0838,Local CCP,Brand New Day,"Universal Care, Inc.","Universal Care, Inc",Yes,62,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0908,Local CCP,Allwell,"Buckeye Community Health Plan, Inc.",Centene Corporation,Yes,0,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0913,Local CCP,WellCare,"Wellcare Health Plans Of New Jersey, Inc.","WellCare Health Plans, Inc.",Yes,0,2.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0927,Demo,Blue Cross Community MMAI,Health Care Service Corporation,Health Care Service Corporation,No,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0982,Local CCP,Solis Health Plans,"Solis Health Plans, Inc.","Athena Healthcare Holdings, LLC",Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1016,Local CCP,AvMed Medicare,"Avmed, Inc.","AvMed, Inc.",No,100,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1019,Local CCP,"CarePlus Health Plans, Inc.","Careplus Health Plans, Inc.",Humana Inc.,Yes,100,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1032,Local CCP,WellCare,"Wellcare Of Florida, Inc.","WellCare Health Plans, Inc.",Yes,94,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1035,Local CCP,Florida Blue HMO,"Health Options, Inc.",Guidewell Mutual Holding Corporation,Yes,100,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1036,Local CCP,Humana,"Humana Medical Plan, Inc.",Humana Inc.,Yes,78,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1045,Local CCP,UnitedHealthcare,"Preferred Care Partners, Inc.","UnitedHealth Group, Inc.",Yes,97,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1099,Local CCP,"Health First Health Plans, Inc.",Health First Health Plans,"Health First, Inc.",No,100,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1100,Local CCP,Innovation Health Medicare,Innovation Health Insurance Company,"Innovation Health Holdings, LLC",No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1109,Local CCP,Aetna Medicare,Aetna Health Inc.(ga),Aetna Inc.,No,0,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1111,Local CCP,UnitedHealthcare,"Unitedhealthcare Of Georgia, Inc.","UnitedHealth Group, Inc.",No,4,2.5,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1112,Local CCP,WellCare,"Wellcare Of Georgia, Inc.","WellCare Health Plans, Inc.",Yes,15,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1119,Local CCP,Valor Health Plan,"Tsg Guard, Inc.","The Schroer Group, Inc.",Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1142,Local CCP,Bright Health,"Bright Health Insurance Company Of Ohio, Inc.",Bright Health Management,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1170,Local CCP,Kaiser Permanente,"Kaiser Foundation Hp Of Ga, Inc.","Kaiser Foundation Health Plan, Inc.",Yes,0,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1181,MSA,Network Health Medicare Advantage Plans,Network Health Insurance Corporation,"Network Health, Inc.",No,0,2.5,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1189,Local CCP,CHRISTUS Health Plan Generations,Christus Health Plan,CHRISTUS Health Plan,No,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1205,Local CCP,Integra Managed Care,"Integra Mltc, Inc.",Personal Touch Holding Corp.,Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1225,Local CCP,Johns Hopkins HealthCare,"Hopkins Health Advantage, Inc.",Johns Hopkins Healthcare LLC,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1230,Local CCP,Kaiser Permanente,"Kaiser Foundation Hp, Inc.","Kaiser Foundation Health Plan, Inc.",Yes,0,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1248,Local CCP,Blue Cross and Blue Shield of Louisiana,Louisiana Health Service & Indemnity Company,Louisiana Health Service & Indemnity Company,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1278,Local CCP,UnitedHealthcare,Harken Health Insurance Company,"UnitedHealth Group, Inc.",No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1286,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",No,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1290,Local CCP,Devoted Health,"Devoted Health Plan Of Florida, Inc.","Devoted Health, Inc.",No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1302,Local CCP,Blue Cross of Idaho,"Blue Cross Of Idaho Care Plus, Inc.","Blue Cross of Idaho Health Services, Inc.",No,0,Not enough data available,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1304,Local CCP,Regence BlueShield Of Idaho,Regence Blueshield Of Idaho,"Cambia Health Solutions, Inc.",No,0,4,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1350,Local CCP,Blue Cross of Idaho,"Blue Cross Of Idaho Care Plus, Inc.","Blue Cross of Idaho Health Services, Inc.",Yes,0,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1352,Local CCP,Blue Cross and Blue Shield of Kansas City (Blue KC,"Blue-advantage Plus Of Kansas City, Inc.",Blue Cross and Blue Shield of Kansas City,No,0,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1365,Local CCP,Martin's Point Generations Advantage,"Martin's Point Generations Advantage, Inc.","Martin's Point Health Care, Inc.",No,0,5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1372,Local CCP,AgeRight Advantage Health Plan (HMO SNP),"Marquis Advantage, Inc.","Marquis Companies I, Inc.",Yes,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1393,Local CCP,Bright Health,Bright Health Insurance Company Of Tennessee,Bright Health Management,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1415,Local CCP,Cigna-HealthSpring,Healthspring Life & Health Insurance Company,CIGNA,No,0,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1416,Local CCP,WellCare,"Harmony Health Plan,  Inc.","WellCare Health Plans, Inc.",Yes,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1426,Local CCP,Vitality Health Plan of California,"Vitality Health Plan Of California, Inc.","Vitality Health Plans, Inc.",No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1436,Local CCP,Allwell,"Absolute Total Care, Inc.",Centene Corporation,Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1463,Local CCP,Health Alliance Medicare,"Health Alliance Connect, Inc.",The Carle Foundation,No,0,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1468,Local CCP,Humana,"Humana Benefit Plan Of Illinois, Inc.",Humana Inc.,Yes,0,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1475,Local CCP,Allwell,Illinicare Health Plan,Centene Corporation,No,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1537,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company Of New York,"UnitedHealth Group, Inc.",No,6,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1587,Local CCP,Superior Select Health Plans,"Arkansas Superior Select, Inc.","Select Founders, LLC",Yes,0,Not enough data available,2.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1607,Local CCP,Anthem Blue Cross and Blue Shield,"Anthem Insurance Companies, Inc.",Anthem Inc.,No,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1608,Local CCP,Coventry Health Care,Coventry Health And Life Insurance Company,Aetna Inc.,No,1,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1609,Local CCP,Aetna Medicare,Aetna Health Inc. (fl),Aetna Inc.,Yes,91,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1610,Local CCP,Aetna Better Health of Virginia,Coventry Health Care Of Virginia,Aetna Inc.,Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1651,1876 Cost,"Medical Associates Health Plan, Inc.","Medical Associates Health Plan, Inc.","Medical Associates Clinic, P.C.",No,0,5,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1659,Local CCP,Piedmont Medicare Advantage,"Piedmont Community Healthcare, Inc.",Piedmont Community Health Plan,No,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1660,Local CCP,"Harvard Pilgrim Health Care, Inc.",Harvard Pilgrim Health Care Inc.,"Harvard Pilgrim Health Care, Inc.",No,0,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1664,Local CCP,Allwell,"Home State Health Plan, Inc.",Centene Corporation,Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1666,Local CCP,Blue Cross and Blue Shield of Texas,Hcsc Insurance Services Company,Health Care Service Corporation,No,44,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1692,Local CCP,Coventry Health Care,"Coventry Health Care Of West Virginia, Inc.",Aetna Inc.,No,0,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1722,Local CCP,"Health Pointe of New York, LLC","Health Pointe Of New York, Llc","Independent Living Systems, LLC",Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1723,Demo,Absolute Total Care,"Absolute Total Care, Inc.",Centene Corporation,No,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1737,Local CCP,Health Alliance Medicare,"Health Alliance - Midwest, Inc.",The Carle Foundation,No,0,2.5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1777,Local CCP,ArchCare Advantage,"Catholic Special Needs Plan, Llc",Catholic Health Care System,Yes,0,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1787,Local CCP,Great Plains Medicare Advantage (HMO SNP),"Good Samaritan Insurance Plan Of South Dakota, Inc","Good Samaritan Insurance Plan, LLC",Yes,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1846,Local CCP,MediGold,Mount Carmel Health Insurance Company,Trinity Health,No,0,3.5,5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1894,Local CCP,AMERIGROUP,"Amerigroup Washington, Inc.",Anthem Inc.,Yes,0,3,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1924,MSA,Lasso Healthcare,"Port Holdings, Inc.","Port Holdings, Inc.",No,0,Plan too new to be measured,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1944,Local CCP,UnitedHealthcare,"Unitedhealthcare Of New England, Inc.","UnitedHealth Group, Inc.",No,0,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1951,Local CCP,Humana,"Humana Health Benefit Plan Of Louisiana, Inc.",Humana Inc.,Yes,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,Local CCP,Peoples Health,"Peoples Health, Inc.","PH Holdings, LLC",Yes,0,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1969,Local CCP,Regence BlueShield of Idaho,Regence Blueshield Of Idaho,"Cambia Health Solutions, Inc.",No,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1977,Demo,Upper Peninsula Health Plan (UPHP) MI Health Link,"Upper Peninsula Health Plan, Llc","DLP Marquette General Hospital, LLC",No,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
