H0545,Inter Valley Health Plan,"Inter Valley Health Plan, Inc.",InterValley Health Plan,No,1,1,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0562,Health Net of California,"Health Net Of California,inc.",Centene Corporation,No,1,4,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0571,Chinese Community Health Plan,Chinese Community Health Plan,Chinese Hospital Association,No,1,4,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0602,Rocky Mountain Health Plans,Rocky Mountain Health Maintenance Organization,"UnitedHealth Group, Inc.",No,1,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0609,UnitedHealthcare,"Pacificare Of Colorado, Inc.","UnitedHealth Group, Inc.",No,1,2,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0624,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",No,4,7,N/A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0628,Aetna Medicare,Aetna Health Of Ohio Inc.,CVS Health Corporation,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0630,Kaiser Permanente,Kaiser Foundation Hp Of Co,"Kaiser Foundation Health Plan, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0657,Friday Health Plans of Colorado,"Friday Health Plans Of Colorado, Inc.","Friday Health Plans, Inc.",No,1,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0672,Cigna,"Cigna Healthcare Of Colorado, Inc.",CIGNA,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0710,UnitedHealthcare,"Sierra Health And Life Insurance Company, Inc.","UnitedHealth Group, Inc.",No,3,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0712,WellCare,"Wellcare Of Connecticut, Inc.","WellCare Health Plans, Inc.",No,4,6,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0724,Allwell,Buckeye Health Plan Community Solutions,Centene Corporation,No,4,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0755,UnitedHealthcare,"Oxford Health Plans (ct), Inc.","UnitedHealth Group, Inc.",No,1,4,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0798,Medica,Medica Community Health Plan,Medica Holding Company,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0838,Brand New Day,"Universal Care, Inc.","Universal Care, Inc",No,3,5,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0908,Allwell,"Buckeye Community Health Plan, Inc.",Centene Corporation,No,4,7,N/A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0913,WellCare,"Wellcare Health Plans Of New Jersey, Inc.","WellCare Health Plans, Inc.",No,4,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0969,Wellcare,Wellcare Health Insurance Company Of New Hampshire,"WellCare Health Plans, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0982,Solis Health Plans,"Solis Health Plans, Inc.","Athena Healthcare Holdings, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1016,AvMed Medicare,"Avmed, Inc.","AvMed, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1019,"CarePlus Health Plans, Inc.","Careplus Health Plans, Inc.",Humana Inc.,No,3,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1032,WellCare,"Wellcare Of Florida, Inc.","WellCare Health Plans, Inc.",No,4,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1035,Florida Blue HMO,"Florida Blue Medicare, Inc.",Guidewell Mutual Holding Corporation,No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1036,Humana,"Humana Medical Plan, Inc.",Humana Inc.,No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1045,UnitedHealthcare,"Preferred Care Partners, Inc.","UnitedHealth Group, Inc.",No,2,4,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1099,"Health First Health Plans, Inc.",Health First Health Plans,"Health First, Inc.",No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1100,Innovation Health Medicare,Innovation Health Insurance Company,"Innovation Health Holdings, LLC",No,2,2,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1109,Aetna Medicare,Aetna Health Inc.(ga),CVS Health Corporation,No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1111,UnitedHealthcare,"Unitedhealthcare Of Georgia, Inc.","UnitedHealth Group, Inc.",No,2,4,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1112,WellCare,"Wellcare Of Georgia, Inc.","WellCare Health Plans, Inc.",No,4,6,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1119,Valor Health Plan,"Tsg Guard, Inc.","The Schroer Group, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1142,Bright Health,"Bright Health Insurance Company Of Ohio, Inc.","Bright Health, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1170,Kaiser Permanente,"Kaiser Foundation Hp Of Ga, Inc.","Kaiser Foundation Health Plan, Inc.",No,1,1,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1181,Network Health Medicare Advantage Plans,Network Health Insurance Corporation,"Network Health, Inc.",No,1,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1189,CHRISTUS Health Plan Generations,Christus Health Plan,CHRISTUS Health,No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1205,Integra Managed Care,"Integra Mltc, Inc.",Personal Touch Holding Corp.,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1225,Johns Hopkins HealthCare,"Hopkins Health Advantage, Inc.",Johns Hopkins Healthcare LLC,No,2,5,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1230,Kaiser Permanente,"Kaiser Foundation Hp, Inc.","Kaiser Foundation Health Plan, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1248,Blue Cross and Blue Shield of Louisiana,Louisiana Health Service & Indemnity Company,Louisiana Health Service & Indemnity Company,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1277,Align Senior Care,"Align Senior Care, Inc.","Innovative Long Term Care Management, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1278,UnitedHealthcare,Harken Health Insurance Company,"UnitedHealth Group, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1286,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1290,Devoted Health,"Devoted Health Plan Of Florida, Inc.","Devoted Health, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1302,Blue Cross of Idaho,"Blue Cross Of Idaho Care Plus, Inc.","Blue Cross of Idaho Health Services, Inc.",No,1,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1304,Regence BlueShield Of Idaho,Regence Blueshield Of Idaho,"Cambia Health Solutions, Inc.",No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1350,Blue Cross of Idaho,"Blue Cross Of Idaho Care Plus, Inc.","Blue Cross of Idaho Health Services, Inc.",No,2,4,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1352,Blue Cross and Blue Shield of Kansas City (Blue KC,"Blue-advantage Plus Of Kansas City, Inc.",Blue Cross and Blue Shield of Kansas City,No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1353,Wellcare,"Wellcare Of Washington, Inc.","WellCare Health Plans, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1365,Martin's Point Generations Advantage,"Martin's Point Generations Advantage, Inc.","Martin's Point Health Care, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1372,AgeRight Advantage,"Marquis Advantage, Inc.","Marquis Companies I, Inc.",No,3,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1375,UnitedHealthcare,"Unitedhealthcare Community Plan Of California, Inc","UnitedHealth Group, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1393,Bright Health,Bright Health Insurance Company Of Tennessee,"Bright Health, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1415,Cigna,"Healthspring Life & Health Insurance Company, Inc.",CIGNA,No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1416,WellCare,"Harmony Health Plan,  Inc.","WellCare Health Plans, Inc.",No,4,6,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1426,Vitality Health Plan of California,"Vitality Health Plan Of California, Inc.","Vitality Health Plans, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1436,Allwell,"Absolute Total Care, Inc.",Centene Corporation,No,4,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1463,Health Alliance Medicare,"Health Alliance Connect, Inc.",The Carle Foundation,No,1,2,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1468,Humana,"Humana Benefit Plan Of Illinois, Inc.",Humana Inc.,No,2,4,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1475,Allwell,Illinicare Health Plan,Centene Corporation,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1537,UnitedHealthcare,Care Improvement Plus South Central Insurance Co,"UnitedHealth Group, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1587,Superior Select Health Plans,"Arkansas Superior Select, Inc.","Select Founders, LLC",No,4,6,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1607,Anthem Blue Cross and Blue Shield,"Anthem Insurance Companies, Inc.",Anthem Inc.,No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1608,Aetna Medicare,Coventry Health And Life Insurance Company,CVS Health Corporation,No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1609,Aetna Medicare,Aetna Health Inc. (fl),CVS Health Corporation,No,3,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1610,Aetna Better Health of Virginia,Coventry Health Care Of Virginia,CVS Health Corporation,No,4,7,N/A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1644,Longevity Health Plan,Longevity Health Plan Of Florida Inc.,"Longevity Health Founders, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1651,"Medical Associates Health Plan, Inc.","Medical Associates Health Plan, Inc.","Medical Associates Clinic, P.C.",No,1,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1659,Piedmont Medicare Advantage,"Piedmont Community Healthcare, Inc.",Piedmont Community Health Plan,No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1660,"Harvard Pilgrim Health Care, Inc.",Harvard Pilgrim Health Care Inc.,"Harvard Pilgrim Health Care, Inc.",No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1664,Allwell,"Home State Health Plan, Inc.",Centene Corporation,No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1666,Blue Cross and Blue Shield of Texas,Hcsc Insurance Services Company,Health Care Service Corporation,No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1692,Aetna Medicare,"Coventry Health Care Of West Virginia, Inc.",CVS Health Corporation,No,4,5,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1722,"Health Pointe of New York, LLC","Health Pointe Of New York, Llc","Independent Living Systems, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1737,Health Alliance Medicare,"Health Alliance - Midwest, Inc.",The Carle Foundation,No,1,2,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1777,ArchCare Advantage,"Catholic Special Needs Plan, Llc",Catholic Health Care System,No,3,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1787,Great Plains Medicare Advantage,"Good Samaritan Insurance Plan Of South Dakota, Inc",Sanford Health,No,3,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1846,MediGold,Mount Carmel Health Insurance Company,Trinity Health,No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1889,UnitedHealthcare,"Unitedhealthcare Of Florida, Inc.","UnitedHealth Group, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1894,AMERIGROUP,"Amerigroup Washington, Inc.",Anthem Inc.,No,2,5,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1914,WellCare,Wellcare Health Insurance Of Connecticut,"WellCare Health Plans, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1924,Lasso Healthcare,"Port Holdings, Inc.","Port Holdings, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1944,UnitedHealthcare,"Unitedhealthcare Of New England, Inc.","UnitedHealth Group, Inc.",No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1947,Healthy Blue,"Community Care Health Plan Of Louisiana, Inc.",Anthem Inc.,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1951,Humana,"Humana Health Benefit Plan Of Louisiana, Inc.",Humana Inc.,No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,Peoples Health,"Peoples Health, Inc.","UnitedHealth Group, Inc.",No,2,5,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1969,Regence BlueShield of Idaho,Regence Blueshield Of Idaho,"Cambia Health Solutions, Inc.",No,1,2,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1994,SelectHealth,"Selecthealth, Inc.","Intermountain Health Care, Inc.",No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1997,Regence BlueShield,Regence Blueshield,"Cambia Health Solutions, Inc.",No,1,2,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2001,UnitedHealthcare,"Sierra Health And Life Insurance Company, Inc.","UnitedHealth Group, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2011,Bright Health,Bright Health Insurance Company Of Tennessee,"Bright Health, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2020,Clear Spring Health,Delaware Life Insurance Company,Delaware Life Insurance Company,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,Humana,"Humana Insurance Of Puerto Rico, Inc.",Humana Inc.,Yes,3,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2032,Scott and White Health Plan,Insurance Company Of Scott And White,Baylor Scott & White Holdings,No,2,3,N/A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,Community Care,"Community Care Health Plan, Inc.","Community Care, Inc.",No,4,7,N/A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2056,Aetna Medicare,Aetna Better Health Of Michigan Inc.,CVS Health Corporation,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,Cigna,"Bravo Health Mid-atlantic, Inc.",CIGNA,No,4,5,N/A,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2120,BlueEssential,"Securitycare Of Tennessee, Inc.",BlueCross BlueShield of Tennessee,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2134,Allwell,"Western Sky Community Care, Inc.",Centene Corporation,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,Kaiser Permanente,Kaiser Fndn Hp Of The Mid-atlantic Sts,"Kaiser Foundation Health Plan, Inc.",No,1,1,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2161,Upper Peninsula Health Plan,"Upper Peninsula Health Plan, Llc","DLP Marquette General Hospital, LLC",No,2,4,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2162,WellCare,"Wellcare Of New Hampshire, Inc.","WellCare Health Plans, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
